Var1,Var2,obs,exp,n,pmr
R13,R688,2,12.36,731,0.16181229773462785
E875,J960,1,6.22,443,0.1607717041800643
I709,R628,1,6.22,355,0.1607717041800643
C61,J189,1,6.26,370,0.1597444089456869
I500,I959,2,12.52,807,0.1597444089456869
A419,N19,6,37.64,2723,0.1594048884165781
E785,R570,1,6.3,473,0.15873015873015872
C61,N189,1,6.33,355,0.1579778830963665
F179,N184,1,6.33,370,0.1579778830963665
N189,R092,2,12.67,779,0.15785319652722968
I739,R092,1,6.34,421,0.15772870662460567
I219,I709,1,6.38,447,0.15673981191222572
F179,J961,14,89.53,6638,0.1563721657544957
I255,I509,3,19.19,1273,0.1563314226159458
G473,I500,5,32.03,2427,0.1561036528254761
K922,N390,1,6.41,416,0.15600624024961
C793,C795,2,12.93,1106,0.15467904098994587
I509,I739,2,12.94,839,0.1545595054095827
I469,R688,13,84.3,5866,0.1542111506524318
E872,I10,1,6.49,425,0.15408320493066255
C793,F179,4,25.97,2419,0.15402387370042359
F179,I429,4,25.97,1987,0.15402387370042359
I509,R000,1,6.5,399,0.15384615384615385
I709,R092,1,6.53,398,0.15313935681470137
J969,K729,1,6.54,617,0.1529051987767584
F179,N179,8,52.37,3907,0.15275921329005157
J960,R99,3,19.669999999999998,1356,0.1525165226232842
G819,I469,1,6.58,411,0.1519756838905775
I959,J189,1,6.59,445,0.15174506828528073
F179,N185,3,19.82,1609,0.15136226034308778
I120,R090,1,6.62,427,0.1510574018126888
B182,F179,1,6.63,694,0.15082956259426847
R53,R634,1,6.69,364,0.14947683109118085
C795,I10,3,20.18,1477,0.14866204162537167
F019,I509,1,6.75,389,0.14814814814814814
N288,R090,1,6.78,457,0.14749262536873156
A419,R068,2,13.68,974,0.14619883040935672
C795,J969,1,6.84,526,0.14619883040935672
A419,K559,2,13.72,947,0.14577259475218657
A419,D619,1,6.890000000000001,582,0.14513788098693758
F179,I739,9,62.44,4624,0.1441383728379244
F171,J969,1,6.9399999999999995,586,0.1440922190201729
N288,R570,1,6.97,514,0.14347202295552366
E112,N179,1,7,481,0.14285714285714285
E780,I469,2,14.02,975,0.14265335235378032
C787,J969,1,7.02,574,0.14245014245014245
C780,J960,1,7.04,617,0.14204545454545456
E142,F179,3,21.29,1597,0.14091122592766558
E112,I469,3,21.32,1525,0.14071294559099437
F019,R13,2,14.23,829,0.14054813773717498
I469,K219,2,14.350000000000001,903,0.13937282229965156
C787,F179,4,28.79,2365,0.13893713094824592
J690,R568,1,7.2,523,0.1388888888888889
F179,J960,27,195.57,15058,0.13805798435342845
N390,R99,1,7.25,443,0.13793103448275862
I469,I99,1,7.26,489,0.13774104683195593
I739,R13,1,7.26,435,0.13774104683195593
R092,R13,2,14.649999999999999,871,0.13651877133105803
F179,I518,1,7.34,542,0.1362397820163488
R630,R634,1,7.359999999999999,406,0.13586956521739132
I509,R570,2,14.860000000000001,1107,0.1345895020188425
E872,I500,1,7.4399999999999995,498,0.13440860215053765
C780,I48,1,7.45,537,0.1342281879194631
I469,N189,9,67.12,4239,0.134088200238379
A419,I739,3,22.39,1588,0.13398838767306834
F019,J969,1,7.5,445,0.13333333333333333
D649,N185,1,7.51,552,0.13315579227696406
G309,I499,1,7.55,432,0.13245033112582782
I64,R092,2,15.11,974,0.13236267372600927
J81,R090,1,7.61,475,0.1314060446780552
F179,N40,1,7.619999999999999,454,0.13123359580052496
F179,R092,9,69.60000000000001,5244,0.1293103448275862
G473,J969,2,15.5,1247,0.12903225806451613
F179,G931,2,15.65,1380,0.12779552715654952
F179,K922,3,23.49,1785,0.1277139208173691
I739,J189,1,7.88,512,0.12690355329949238
N19,N390,1,7.88,492,0.12690355329949238
I251,R570,5,39.6,2965,0.12626262626262627
I429,J960,1,7.92,584,0.12626262626262627
I469,I500,51,404.33,25544,0.12613459303044544
E43,F179,1,7.93,585,0.12610340479192939
D649,K922,4,31.73,2067,0.12606366214938544
I500,R13,6,47.68,2699,0.12583892617449666
D649,R092,2,15.959999999999999,1005,0.12531328320802007
I38,I469,1,7.99,517,0.1251564455569462
F179,I509,13,103.99,7306,0.12501202038657563
F179,J969,36,288.47,21988,0.12479633930738031
F179,R090,8,64.18,4828,0.12464942349641632
I10,X590,1,8.03,441,0.12453300124533002
I461,I500,1,8.11,528,0.12330456226880396
G473,J961,1,8.14,655,0.12285012285012284
I739,N179,1,8.14,567,0.12285012285012284
G459,I469,1,8.19,479,0.12210012210012211
R13,R568,1,8.2,544,0.12195121951219513
K922,N189,1,8.27,522,0.12091898428053205
I251,J961,3,24.91,1740,0.12043356081894821
J189,R000,1,8.32,515,0.12019230769230768
J960,J969,1,8.39,621,0.11918951132300357
I500,I518,2,16.85,1029,0.11869436201780414
J189,J80,1,8.45,732,0.1183431952662722
J960,R000,2,16.9,1082,0.1183431952662722
E872,F179,1,8.53,687,0.1172332942555686
J690,N288,1,8.53,540,0.1172332942555686
E785,I469,14,119.67999999999999,8155,0.11697860962566846
E46,N179,1,8.55,568,0.11695906432748537
I255,J960,1,8.57,611,0.11668611435239207
C795,I48,1,8.69,589,0.11507479861910243
I469,K922,4,34.839999999999996,2410,0.11481056257175662
E119,E46,1,8.72,574,0.1146788990825688
I469,J984,1,8.73,598,0.1145475372279496
K219,R13,1,8.94,521,0.11185682326621925
I259,I469,1,8.96,612,0.11160714285714285
I509,J90,1,8.969999999999999,536,0.11148272017837237
K219,M199,1,9,538,0.1111111111111111
N189,R090,1,9.02,567,0.11086474501108648
I469,I639,1,9.06,602,0.11037527593818984
J969,R91,1,9.09,577,0.11001100110011001
E119,R090,1,9.46,672,0.10570824524312895
D649,R13,2,19.11,1133,0.10465724751439037
D649,N288,1,9.58,652,0.10438413361169102
J969,R000,1,9.68,629,0.10330578512396695
I469,J439,1,9.74,712,0.1026694045174538
E119,I499,1,9.78,684,0.10224948875255624
F179,R13,4,39.28,2562,0.10183299389002036
I469,N185,4,39.46,3081,0.10136847440446022
C798,F179,1,9.959999999999999,842,0.10040160642570282
I251,K922,2,19.96,1327,0.1002004008016032
F179,J90,2,19.97,1335,0.10015022533800702
E46,I469,4,40.22,2541,0.09945300845350571
I469,I739,4,40.79,2753,0.09806325079676391
F179,I255,4,40.94,2981,0.09770395701025893
A419,J961,2,20.6,1556,0.0970873786407767
I469,N179,8,83.18,5776,0.09617696561673478
I469,R579,2,21.06,1658,0.0949667616334283
I469,I509,8,84.41,5536,0.09477550053311219
F179,J841,2,21.15,1467,0.09456264775413713
F019,I469,2,21.22,1234,0.09425070688030161
D649,K219,1,10.66,651,0.09380863039399624
I469,L899,1,10.68,689,0.09363295880149813
F179,R068,3,32.08,2427,0.09351620947630923
A419,I469,21,228.59,16049,0.09186753576271928
J841,J960,1,11.2,787,0.08928571428571429
G819,R13,1,11.26,675,0.08880994671403197
R090,R092,1,11.27,752,0.08873114463176575
F179,K219,1,11.42,803,0.08756567425569177
E119,J961,1,11.43,858,0.08748906386701663
E119,I469,9,103.76,7243,0.08673862760215882
J841,J969,1,11.69,810,0.0855431993156544
A419,K922,2,23.5,1724,0.0851063829787234
E46,J690,1,11.85,765,0.08438818565400844
R090,R13,1,12.03,723,0.0831255195344971
I469,R090,5,61.1,4194,0.0818330605564648
C780,J969,1,12.62,1057,0.0792393026941363
A419,K566,1,12.73,781,0.07855459544383346
F179,I469,22,287.38,22273,0.0765536919757812
J960,N288,3,39.54,2719,0.07587253414264036
I469,N288,2,27.02,1844,0.07401924500370097
C780,I469,1,13.52,1086,0.07396449704142012
J960,R570,2,27.05,2101,0.07393715341959334
I469,I519,1,13.56,920,0.07374631268436578
R570,R688,1,13.86,1108,0.07215007215007216
I469,K746,1,14.13,1204,0.07077140835102619
I469,I499,4,57.480000000000004,3853,0.069589422407794
C795,J449,1,14.620000000000001,1148,0.06839945280437756
I255,I469,2,29.279999999999998,2045,0.06830601092896176
F179,R570,2,30,2465,0.06666666666666667
I500,R570,2,30.18,2205,0.06626905235255136
N179,R13,1,15.25,906,0.06557377049180328
E785,R092,1,15.64,1028,0.0639386189258312
F179,I499,2,31.99,2495,0.06251953735542358
C795,F179,2,33.2,2710,0.06024096385542168
G473,I469,1,18.169999999999998,1490,0.055035773252614203
J960,R579,1,18.63,1463,0.05367686527106817
I469,J961,2,38.54,2783,0.05189413596263622
J969,R570,1,19.88,1518,0.05030181086519115
E119,R13,1,20.04,1249,0.0499001996007984
J960,R13,2,41.36,2532,0.04835589941972921
D649,I469,4,83.88,5449,0.047687172150691466
A419,R570,1,22.44,1754,0.044563279857397504
F179,N19,1,25.49,1892,0.03923107100823853
C787,C795,1,28.970000000000002,2322,0.03451846738004832
F179,G473,1,29.47,2452,0.0339328130302002
C780,C787,1,30.240000000000002,2655,0.03306878306878307
C780,F179,1,32.97,2774,0.030330603579011222
F179,I272,1,43.089999999999996,3156,0.023207240659085637
I469,I709,1,55.37,3489,0.018060321473722232
A047,E119,0,1.3,87,0
A047,E46,0,1.42,99,0
A047,I120,0,1.44,89,0
A047,N19,0,1.12,80,0
A047,R092,0,1.12,73,0
A047,R13,0,1.6600000000000001,98,0
A099,I10,0,2.3,141,0
A099,I469,0,1.8900000000000001,119,0
A099,N179,0,1.09,72,0
A410,I500,0,1.05,67,0
A415,I251,0,1.06,66,0
A415,I469,0,1.6300000000000001,104,0
A415,J960,0,1.43,94,0
A415,N179,0,1.6,101,0
A419,C679,0,3.64,240,0
A419,C780,0,4.42,384,0
A419,C787,0,4.84,407,0
A419,C793,0,1.99,178,0
A419,C798,0,1.52,125,0
A419,D65,0,3.64,305,0
A419,D70,0,3.12,265,0
A419,E115,0,2.1,145,0
A419,E145,0,4.13,284,0
A419,E780,0,1.39,87,0
A419,E789,0,1.6,102,0
A419,F059,0,2.12,131,0
A419,F171,0,1.87,165,0
A419,F919,0,1.09,61,0
A419,G459,0,1.42,87,0
A419,I359,0,1.87,130,0
A419,I458,0,3.96,309,0
A419,I490,0,2.09,164,0
A419,I495,0,2.5,145,0
A419,I619,0,1.36,96,0
A419,I749,0,1.01,70,0
A419,J459,0,2.62,188,0
A419,J81,0,6.54,424,0
A419,J849,0,1.57,111,0
A419,J939,0,1.3900000000000001,91,0
A419,K579,0,1.47,88,0
A419,K769,0,1.66,141,0
A419,K830,0,1.27,114,0
A419,M480,0,1.37,90,0
A419,N139,0,1.19,64,0
A419,N289,0,2.6,193,0
A419,N40,0,3.86,221,0
A419,R02,0,7.61,437,0
A419,R18,0,1.86,164,0
A419,R33,0,2.7800000000000002,141,0
A419,R418,0,1.53,93,0
A419,R509,0,1.25,73,0
A419,R522,0,1.37,106,0
A419,R568,0,8.28,639,0
A419,R578,0,1.45,117,0
A419,R58,0,2.44,175,0
A419,R630,0,1.4500000000000002,81,0
A419,R64,0,4.45,291,0
A419,T828,0,1.56,102,0
A419,W19,0,1.33,66,0
A419,X590,0,2.19,120,0
A419,X599,0,1.42,100,0
A490,E149,0,1.05,82,0
A490,I10,0,2.21,161,0
A490,I251,0,1.85,131,0
A490,I469,0,3.51,259,0
A490,I48,0,3.05,213,0
A490,I509,0,1.04,74,0
A490,J960,0,3.48,261,0
A490,J969,0,2.35,182,0
A490,N288,0,1.04,75,0
A490,R688,0,1.34,106,0
A498,J960,0,1.31,71,0
A498,J969,0,1,54,0
A498,N179,0,1.26,68,0
A499,D649,0,1.1300000000000001,77,0
A499,I251,0,2.45,167,0
A499,I469,0,5.01,362,0
A499,I509,0,1.35,93,0
A499,J189,0,4.4,302,0
A499,J449,0,1.2,84,0
A499,J690,0,1.05,69,0
A499,J960,0,4.06,281,0
A499,N185,0,1.18,103,0
A499,N19,0,1.27,92,0
A499,N288,0,1.54,99,0
A499,N390,0,4.17,263,0
A499,R688,0,2.64,195,0
B182,D649,0,1.26,121,0
B182,E785,0,1.19,111,0
B182,J189,0,1.22,112,0
B182,J969,0,2.14,214,0
B182,K703,0,1.8499999999999999,195,0
B182,K729,0,2.0900000000000003,219,0
B182,N179,0,1.3900000000000001,138,0
C159,I500,0,1,68,0
C159,J969,0,1.22,91,0
C169,I469,0,1,69,0
C189,C64,0,1.06,67,0
C189,C795,0,1.17,81,0
C189,E46,0,1.48,92,0
C189,I509,0,2.33,138,0
C189,I709,0,1.02,63,0
C189,K566,0,1.01,57,0
C189,N179,0,1.84,123,0
C189,R090,0,1.03,66,0
C189,R092,0,2.22,139,0
C259,I500,0,1.07,74,0
C349,F171,0,1.1300000000000001,100,0
C349,I255,0,1.18,90,0
C349,I499,0,1.31,102,0
C349,I709,0,1.12,80,0
C349,N179,0,2.04,159,0
C349,N19,0,1.01,75,0
C349,R068,0,1.54,117,0
C349,R13,0,1.67,113,0
C349,R99,0,1.05,75,0
C439,C61,0,1.1800000000000002,65,0
C439,F179,0,1.22,73,0
C439,I469,0,1.66,96,0
C439,I500,0,1.62,92,0
C449,C61,0,1.1199999999999999,60,0
C449,E785,0,1.11,62,0
C449,F179,0,1.3,77,0
C449,I251,0,1.3399999999999999,74,0
C449,I469,0,2.27,136,0
C509,C55,0,1.3,89,0
C509,C64,0,1.01,67,0
C509,C679,0,1.45,90,0
C509,E46,0,1.6199999999999999,107,0
C509,I499,0,1.48,98,0
C509,K922,0,1.13,73,0
C509,R090,0,1.55,106,0
C509,R688,0,1.92,140,0
C509,R99,0,1.1600000000000001,78,0
C55,I469,0,1.02,76,0
C56,I10,0,1.59,113,0
C61,C787,0,1.8900000000000001,131,0
C61,E039,0,3.59,201,0
C61,E112,0,1.78,109,0
C61,E46,0,2.15,129,0
C61,E86,0,1.1500000000000001,65,0
C61,F019,0,1.61,91,0
C61,I272,0,1.6,96,0
C61,J90,0,1.05,59,0
C61,J961,0,1.4,83,0
C61,K219,0,1.86,107,0
C61,N288,0,1.42,84,0
C61,R64,0,1.15,67,0
C64,D649,0,1.24,79,0
C64,E119,0,1.21,87,0
C64,F179,0,4.19,305,0
C64,J960,0,1.4,101,0
C679,C795,0,1.12,77,0
C679,E46,0,1.06,64,0
C679,I509,0,2.11,123,0
C679,I709,0,1.03,61,0
C679,J960,0,2.75,183,0
C679,N179,0,1.62,102,0
C679,N390,0,2.2,131,0
C679,R092,0,1.71,105,0
C679,R13,0,1.5,89,0
C780,C795,0,25.31,2032,0
C780,D649,0,4.04,336,0
C780,E039,0,1.56,119,0
C780,E119,0,5.73,471,0
C780,E46,0,1.9500000000000002,157,0
C780,E785,0,3.52,278,0
C780,I120,0,2.08,148,0
C780,I500,0,6.41,467,0
C780,I509,0,1.8900000000000001,137,0
C780,I64,0,1.99,156,0
C780,I739,0,1.31,102,0
C780,I802,0,1.84,160,0
C780,J440,0,1.09,87,0
C780,J90,0,2.17,171,0
C780,J961,0,1.27,110,0
C780,K922,0,1.15,94,0
C780,N179,0,2.33,190,0
C780,N189,0,2.5,174,0
C780,N19,0,1.1,89,0
C780,N390,0,1.17,96,0
C780,R090,0,2.01,174,0
C780,R092,0,4.22,349,0
C780,R13,0,1.25,96,0
C780,R628,0,2.67,201,0
C782,F179,0,2.05,143,0
C782,J960,0,1.1,73,0
C782,J969,0,1.51,97,0
C786,C787,0,1.15,102,0
C787,C788,0,1.09,60,0
C787,C793,0,10.4,1000,0
C787,D649,0,4.9799999999999995,404,0
C787,E039,0,1.77,138,0
C787,E119,0,6.26,508,0
C787,E46,0,2.37,186,0
C787,E785,0,3.89,301,0
C787,F03,0,2.65,177,0
C787,I120,0,1.95,140,0
C787,I251,0,9.19,694,0
C787,I469,0,11.7,948,0
C787,I48,0,6.88,501,0
C787,I500,0,4.93,356,0
C787,I509,0,1.51,115,0
C787,I64,0,2.17,163,0
C787,J189,0,3.01,247,0
C787,J90,0,1.79,128,0
C787,K219,0,1.1300000000000001,91,0
C787,K729,0,3.33,313,0
C787,K922,0,1.82,148,0
C787,N19,0,1.3800000000000001,118,0
C787,N288,0,1,81,0
C787,N390,0,1.32,104,0
C787,R090,0,1.11,91,0
C787,R092,0,3.2800000000000002,267,0
C787,R13,0,1.24,90,0
C787,R18,0,1.08,92,0
C787,R688,0,2.59,207,0
C793,D649,0,1.29,118,0
C793,E119,0,2.86,257,0
C793,E785,0,1.84,155,0
C793,I469,0,7.48,673,0
C793,I500,0,1.45,120,0
C793,I64,0,1.58,137,0
C793,J189,0,2.38,209,0
C793,J960,0,2.6999999999999997,250,0
C793,R092,0,2.18,194,0
C793,R568,0,2.36,216,0
C793,R628,0,1.81,162,0
C795,E112,0,1,70,0
C795,E86,0,1.02,76,0
C795,F03,0,3.9099999999999997,229,0
C795,G309,0,1.47,87,0
C795,I120,0,2.9699999999999998,199,0
C795,I219,0,1.17,84,0
C795,I269,0,2.8,227,0
C795,I500,0,7.06,465,0
C795,I509,0,2.17,150,0
C795,I64,0,2.23,161,0
C795,I739,0,1.09,75,0
C795,I802,0,1.69,130,0
C795,J189,0,3.77,290,0
C795,J90,0,1.8,142,0
C795,J961,0,1.13,85,0
C795,K922,0,1.18,92,0
C795,N179,0,2.57,195,0
C795,N189,0,3.18,209,0
C795,N19,0,1.08,84,0
C795,N390,0,1.74,120,0
C795,R090,0,1.46,115,0
C795,R13,0,1.6600000000000001,123,0
C795,R628,0,3.13,232,0
C795,R64,0,1.11,79,0
C795,R688,0,1.77,136,0
C798,D649,0,1.4000000000000001,105,0
C798,E119,0,1.56,124,0
C798,E149,0,1.52,118,0
C798,E785,0,1.02,75,0
C798,F03,0,1.15,67,0
C798,I469,0,3.96,291,0
C798,J189,0,1.12,90,0
C798,J960,0,1.15,95,0
C80,I469,0,5.93,433,0
C80,I509,0,1.06,71,0
C80,I64,0,1.33,87,0
C900,J960,0,1.3900000000000001,106,0
C900,J969,0,1.44,105,0
C900,N179,0,1.14,85,0
C911,J969,0,2.33,148,0
C911,N189,0,1.09,62,0
C959,I469,0,1.31,86,0
D469,I509,0,1.93,114,0
D469,J960,0,2.5300000000000002,167,0
D469,R688,0,1.23,79,0
D471,I469,0,1.09,70,0
D509,F179,0,1.15,81,0
D509,I251,0,1,62,0
D509,I469,0,1.69,102,0
D619,E119,0,1.21,98,0
D619,I251,0,2.91,201,0
D619,I469,0,4.28,330,0
D619,J189,0,3.86,306,0
D619,J449,0,1.6800000000000002,130,0
D619,J969,0,2.7,218,0
D619,K922,0,1,76,0
D619,N179,0,2.2,184,0
D619,N189,0,1.08,76,0
D619,N19,0,1.06,84,0
D619,R688,0,1.18,105,0
D649,D695,0,1.53,96,0
D649,E115,0,1.2,74,0
D649,E145,0,1.74,118,0
D649,F171,0,1.18,100,0
D649,F919,0,1.09,58,0
D649,G931,0,1.62,130,0
D649,H409,0,1.02,56,0
D649,I340,0,1.53,93,0
D649,I472,0,1.29,86,0
D649,I495,0,1.91,105,0
D649,I516,0,1.68,102,0
D649,I698,0,1.1600000000000001,64,0
D649,I714,0,1.9200000000000002,108,0
D649,K579,0,1.09,63,0
D649,M109,0,1.87,104,0
D649,M869,0,1.02,69,0
D649,N183,0,4.56,267,0
D649,N184,0,3.41,190,0
D649,R001,0,1.59,94,0
D649,R060,0,1.69,99,0
D649,R18,0,1.6500000000000001,134,0
D649,R31,0,1.83,97,0
D649,R33,0,1.0799999999999998,55,0
D649,R418,0,1.1400000000000001,68,0
D649,R570,0,4.07,290,0
D649,R630,0,3.12,170,0
D649,R636,0,1.18,62,0
D649,W19,0,1.03,51,0
D65,I469,0,1.77,148,0
D65,J960,0,1.46,122,0
D65,R688,0,1.33,117,0
D689,D696,0,1.37,111,0
D689,J189,0,1.4,104,0
D689,K922,0,2.7600000000000002,218,0
D689,N288,0,1.79,132,0
D689,R579,0,1.3900000000000001,120,0
D689,R58,0,1.22,90,0
D696,I269,0,1.15,95,0
D696,J690,0,1.61,111,0
D696,J90,0,1.1,76,0
D696,K729,0,1.29,116,0
D696,K922,0,2.27,175,0
D696,R090,0,1.22,97,0
D696,R092,0,1.21,88,0
D696,R13,0,1.06,69,0
D696,R570,0,1.02,84,0
D728,I500,0,1,56,0
E039,E872,0,1.26,84,0
E039,E889,0,1,61,0
E039,F322,0,1.35,72,0
E039,H353,0,1.69,86,0
E039,I214,0,1.07,69,0
E039,I255,0,2.54,154,0
E039,I429,0,3.13,201,0
E039,I461,0,1.02,62,0
E039,I516,0,1.37,83,0
E039,I632,0,1.25,73,0
E039,I639,0,1.57,91,0
E039,I698,0,1.3800000000000001,73,0
E039,I709,0,4.99,297,0
E039,I714,0,1.4000000000000001,77,0
E039,I802,0,3.61,237,0
E039,J439,0,1.1400000000000001,78,0
E039,J440,0,1.74,114,0
E039,J459,0,3.6100000000000003,234,0
E039,J81,0,1.22,71,0
E039,K566,0,1.15,65,0
E039,K746,0,1.69,134,0
E039,K922,0,3.2600000000000002,208,0
E039,N185,0,1.09,79,0
E039,N19,0,1.74,106,0
E039,N288,0,2.87,180,0
E039,R000,0,1.29,75,0
E039,R068,0,1.76,117,0
E039,R418,0,1.28,74,0
E039,R570,0,1.6,110,0
E039,R579,0,1.07,77,0
E039,R630,0,2.77,151,0
E039,R634,0,2.54,137,0
E039,W80,0,2.64,162,0
E059,F03,0,1.36,78,0
E059,I251,0,1.01,61,0
E059,I469,0,1.63,101,0
E112,E669,0,2.13,172,0
E112,E86,0,1.07,67,0
E112,E875,0,1.1,75,0
E112,F329,0,1.1300000000000001,71,0
E112,G20,0,1.35,91,0
E112,G473,0,4.03,320,0
E112,G629,0,1.46,95,0
E112,I120,0,1.26,88,0
E112,I259,0,1.04,69,0
E112,I499,0,2.2,157,0
E112,I679,0,1.08,68,0
E112,I739,0,8.36,629,0
E112,J90,0,1.19,79,0
E112,J961,0,3.54,248,0
E112,K729,0,1.11,101,0
E112,N009,0,1.1500000000000001,68,0
E112,N288,0,1.94,130,0
E112,N390,0,3.84,257,0
E112,R54,0,1.36,72,0
E112,R568,0,1.07,81,0
E112,R570,0,1.67,136,0
E115,I469,0,3.64,233,0
E115,I509,0,1.34,82,0
E115,I64,0,1.07,67,0
E115,I739,0,1.36,82,0
E115,J960,0,1.22,76,0
E115,N189,0,1.7,102,0
E119,E875,0,1.3,93,0
E119,E889,0,2.02,131,0
E119,F171,0,2.29,189,0
E119,F919,0,1.66,98,0
E119,G459,0,2.92,181,0
E119,G473,0,13.26,1076,0
E119,G819,0,3.87,255,0
E119,G931,0,3.52,299,0
E119,I340,0,1.31,89,0
E119,I359,0,1.81,119,0
E119,I461,0,3.07,220,0
E119,I495,0,2.45,142,0
E119,I518,0,2.35,157,0
E119,I619,0,1.4100000000000001,96,0
E119,I714,0,1.04,65,0
E119,I739,0,1.35,95,0
E119,I802,0,4.8100000000000005,348,0
E119,J448,0,1.2,87,0
E119,J81,0,2.82,177,0
E119,J841,0,3.14,214,0
E119,J984,0,1.72,129,0
E119,K566,0,1.5,92,0
E119,L899,0,3.89,263,0
E119,M109,0,1.6199999999999999,98,0
E119,N40,0,4.61,269,0
E119,R001,0,1.35,82,0
E119,R060,0,1.3800000000000001,84,0
E119,R522,0,1.02,75,0
E119,R579,0,1.88,145,0
E119,R634,0,1.41,80,0
E119,R64,0,3.87,237,0
E119,X590,0,1.13,61,0
E119,Y831,0,1,69,0
E142,E86,0,1.19,75,0
E142,F019,0,1.02,63,0
E142,G931,0,1.21,107,0
E142,K922,0,2.06,148,0
E142,N288,0,1.37,96,0
E142,R13,0,2.95,178,0
E142,R570,0,2.53,205,0
E142,R579,0,1.04,86,0
E145,F179,0,6.85,492,0
E145,I709,0,1.06,72,0
E145,I739,0,1.8800000000000001,122,0
E145,J189,0,1.18,77,0
E145,J960,0,1.24,92,0
E145,R092,0,1,68,0
E145,R688,0,1.17,77,0
E149,E43,0,1.37,88,0
E149,F171,0,2.65,228,0
E149,G819,0,2.02,130,0
E149,I458,0,1.43,116,0
E149,I490,0,2.77,224,0
E149,I672,0,2.66,158,0
E149,I739,0,1.18,85,0
E149,K566,0,1.92,119,0
E149,N189,0,1.1,81,0
E149,N40,0,3.4200000000000004,201,0
E149,R068,0,4.21,315,0
E149,R18,0,1.16,98,0
E149,R630,0,1.54,84,0
E149,R634,0,1.1300000000000001,63,0
E149,X590,0,1.3,71,0
E162,I469,0,1.96,129,0
E162,I500,0,1.11,69,0
E43,E785,0,1.09,70,0
E43,I120,0,1.32,80,0
E43,I64,0,1.03,68,0
E43,I739,0,1.16,72,0
E43,J690,0,4.0200000000000005,253,0
E43,J961,0,2.28,166,0
E43,L899,0,1.83,119,0
E43,N288,0,1.84,125,0
E43,R092,0,1.3800000000000001,90,0
E43,R13,0,6.36,372,0
E43,R630,0,1.03,59,0
E43,R688,0,1.98,135,0
E43,R99,0,1.36,86,0
E43,W80,0,1.3599999999999999,87,0
E46,E871,0,1.33,96,0
E46,E872,0,1.3800000000000001,96,0
E46,E889,0,2.12,137,0
E46,F419,0,1.44,88,0
E46,G459,0,1.17,65,0
E46,G819,0,1.28,79,0
E46,I219,0,1.95,134,0
E46,I672,0,1.46,81,0
E46,I709,0,2.48,148,0
E46,I802,0,2.45,166,0
E46,J439,0,1.14,80,0
E46,K219,0,4.39,274,0
E46,K729,0,1.05,92,0
E46,M069,0,1.74,119,0
E46,N183,0,1.56,90,0
E46,N185,0,1.9,146,0
E46,N288,0,3.15,216,0
E46,N40,0,1.5,85,0
E46,R068,0,2.07,145,0
E46,R090,0,5.09,338,0
E46,R263,0,1.23,78,0
E46,R522,0,1.2,80,0
E46,R636,0,2.89,156,0
E46,W19,0,1.03,51,0
E46,X590,0,1.47,81,0
E639,J969,0,2.56,137,0
E639,R13,0,2.38,127,0
E668,I469,0,8.95,872,0
E668,I499,0,1.47,139,0
E668,R068,0,1.6400000000000001,142,0
E668,R090,0,1.57,148,0
E669,E780,0,1.64,141,0
E669,I350,0,1.17,93,0
E669,I429,0,1.12,100,0
E669,R068,0,1.81,140,0
E669,R090,0,1.62,137,0
E780,F329,0,1.55,102,0
E780,G473,0,1.25,97,0
E780,I499,0,1.6500000000000001,126,0
E780,I509,0,1.6700000000000002,110,0
E780,J960,0,1.09,76,0
E780,K219,0,1.66,105,0
E780,R13,0,1.09,64,0
E785,E872,0,1.56,101,0
E785,F172,0,1,83,0
E785,F919,0,1.98,113,0
E785,G409,0,1.09,74,0
E785,I249,0,1.43,91,0
E785,I458,0,1.14,90,0
E785,I490,0,2.78,219,0
E785,I698,0,2.5500000000000003,141,0
E785,J841,0,3.32,212,0
E785,K559,0,1.3,85,0
E785,K566,0,1.58,96,0
E785,N183,0,2,116,0
E785,R001,0,1.6900000000000002,102,0
E785,R579,0,2.1,155,0
E785,R630,0,2.46,139,0
E785,R634,0,1.6,87,0
E785,R636,0,1,54,0
E785,W19,0,1.62,81,0
E785,X590,0,1.58,84,0
E789,I469,0,7.29,471,0
E789,I499,0,1.01,65,0
E789,I509,0,1.45,88,0
E789,I64,0,1.92,119,0
E789,I709,0,1.6300000000000001,97,0
E789,J189,0,1.1300000000000001,68,0
E789,J960,0,1.73,109,0
E789,J969,0,1.8800000000000001,120,0
E789,M199,0,1,58,0
E789,R13,0,1.31,77,0
E86,E870,0,4.89,293,0
E86,E871,0,1.66,113,0
E86,E878,0,1.5,91,0
E86,F059,0,1.94,109,0
E86,F329,0,3.25,191,0
E86,I694,0,1.69,101,0
E86,I739,0,1.76,106,0
E86,K219,0,1.49,88,0
E86,K566,0,1.18,70,0
E86,L899,0,1.55,95,0
E86,R000,0,1.14,66,0
E86,R570,0,1.29,87,0
E86,R579,0,4.36,272,0
E86,R634,0,1.69,91,0
E870,F179,0,1.62,112,0
E870,G934,0,1.54,98,0
E870,J960,0,4.04,256,0
E872,I269,0,1.43,111,0
E872,I458,0,1.32,104,0
E872,I64,0,1.2,83,0
E872,J449,0,3.47,259,0
E872,J81,0,1.19,82,0
E872,J90,0,1,63,0
E872,J961,0,1.41,109,0
E872,K566,0,1.32,77,0
E872,K746,0,1.08,98,0
E872,K922,0,2.5500000000000003,195,0
E872,N185,0,2.22,180,0
